GPA_year1,GPA_year2,age,chooseUTM,compsurv,control,credits_earned1,credits_earned2,dad1,dad2,dad_edn,english,female,finish4,goodstanding_year1,goodstanding_year2,gpa0,graddeg,grade_20059_fall,hcom,hsgroup,lastmin,lm_never,lm_rarely,mathsci,mom1,mom2,mom_edn,mtongue,noshow,numcourses_nov1,prob_year1,prob_year2,sex,sfp,sfp_p,sfpany,sfpany_p,sfsp,sfsp_p,signup,ssp,ssp_p,totcredits_year1,used_adv,used_fsg,used_ssp,work1
2.55,2.53,18,0,1,0,4,4,1,0,attended,1,0,1,1,1,78.5,1,69,1,2,often,0,0,1,1,1,complete,English,0,5,0,0,M,0,0,0,0,0,0,0,1,0,4,0,0,0,1
2,1.7,19,0,1,0,3,4,1,1,complete,0,1,1,1,1,76.2,1,62,1,1,occasion,0,0,4,1,1,complete,Other,0,6,0,0,F,1,1,1,1,0,0,1,0,0,5,0,0,0,1
2.23,2.15,18,0,1,1,2.5,1.5,0,0,don t kn,0,0,1,0,1,68,1,64.5,1,1,rarely,0,1,1,0,0,don t kn,Other,0,4,0,0,M,0,0,0,0,0,0,0,0,0,3,0,0,0,1
1.92,1.54,18,1,1,1,3,3,1,1,complete,1,0,1,1,1,85.8,0,75,1,3,occasion,0,0,1,1,1,complete,English,0,5,0,0,M,0,0,0,0,0,0,0,0,0,5,0,0,0,1
2.9,3.53,18,0,1,1,2.5,3,1,0,complete,0,1,0,1,1,77,1,68,1,2,often,0,0,2.5,1,0,complete,Other,0,5,0,0,F,0,0,0,0,0,0,0,0,0,4,0,0,0,1
1.13,,19,0,1,0,2.5,1.5,1,0,attende,1,1,1,0,0,74.8,1,64,1,1,often,0,0,1,1,0,complete,English,0,4,1,0,F,1,1,1,1,0,0,1,0,0,4,0,0,0,1
2.18,2.14,18,0,1,0,2,3,1,0,graduate,1,0,1,1,1,84.2,1,,1,3,occasion,0,0,0,1,1,complete,English,0,6,0,0,M,1,1,1,1,0,0,1,0,0,4,0,0,0,1
3.51,3.08,18,0,1,1,2.5,3.5,1,0,attended,1,1,1,1,1,82.3,0,80,1,3,often,0,0,1,1,1,complete,English,0,6,0,0,F,0,0,0,0,0,0,0,0,0,4,0,0,0,1
0,0.34,18,0,1,1,0,0.75,1,1,complete,1,1,1,0,0,76.7,1,39,1,2,occasion,0,0,0.5,1,1,complete,English,0,5,0,1,F,0,0,0,0,0,0,0,0,0,3,0,0,0,1
1.64,2.46,18,0,1,1,2,2.5,1,1,complete,0,0,1,0,1,80.5,0,71,1,2,often,0,0,1,1,0,attended,Other,0,6,0,0,M,0,0,0,0,0,0,0,0,0,4.5,0,0,0,1
2.5,0,18,0,1,1,3,0,1,0,graduate,1,0,1,1,1,81.7,0,67,1,3,rarely,0,1,1,1,0,complete,English,0,4,0,0,M,0,0,0,0,0,0,0,0,0,4,0,0,0,1
2.78,0.6,18,0,1,1,3,0.5,1,1,complete,1,1,1,0,1,81.7,0,74,1,3,occasion,0,0,0,1,0,complete,English,0,5,0,0,F,0,0,0,0,0,0,0,0,0,3,0,0,0,1
1.31,1.51,18,1,1,1,2.5,3.5,1,0,graduate,1,0,1,0,0,82.3,0,64.5,1,3,rarely,0,1,3,1,1,complete,English,0,6,1,0,M,0,0,0,0,0,0,0,0,0,4.5,0,0,0,1
2.66,2.37,18,0,1,1,3.5,3.5,1,0,complete,1,0,1,1,1,80.7,1,65,1,2,rarely,0,1,1,1,0,graduate,English,0,6,0,0,M,0,0,0,0,0,0,0,0,0,5,0,0,0,1
0.93,1.13,19,0,1,1,1.5,3,1,0,complete,0,1,1,0,0,76.7,1,,1,2,usually,0,0,0,0,0,did not,Other,0,6,1,0,F,0,0,0,0,0,0,0,0,0,4,0,0,0,1
2.39,1.43,20,0,1,0,2.5,2.5,1,0,complete,1,0,0,1,1,75.2,1,70,1,1,occasion,0,0,0,1,0,graduate,English,0,4,0,0,M,0,0,1,1,1,1,1,0,0,4,1,1,1,1
3.21,3.14,18,0,1,0,3.5,5,1,1,complete,0,1,1,1,1,86,0,72,1,3,occasion,0,0,3,1,0,attende,Other,0,6,0,0,F,0,0,0,0,0,0,0,1,0,5,0,0,0,1
2.1,,18,1,1,1,3,0,0,0,don t kn,0,1,0,1,0,77.5,1,67.5,1,2,rarely,0,1,1,0,0,don t kn,Other,0,5,0,1,F,0,0,0,0,0,0,0,0,0,5,0,0,0,1
1.8,1.44,18,0,1,1,2.5,3,1,0,attende,1,0,0,1,1,77.5,1,,1,2,occasion,0,0,0,1,0,graduate,English,0,5,0,0,M,0,0,0,0,0,0,0,0,0,5,0,0,0,1
1.74,3.33,18,0,1,1,3,4,1,1,complete,1,0,1,1,1,81.8,0,71,0,3,occasion,0,0,1.5,1,1,complete,English,0,4,0,0,M,0,0,0,0,0,0,0,0,0,4.5,0,0,0,1
1.93,2.35,18,1,1,0,2.5,2,1,0,graduate,1,1,1,0,1,74.8,1,67,1,1,rarely,0,1,0,1,0,complete,English,0,2,0,0,F,0,0,1,1,1,1,1,0,0,3,0,0,0,1
2.67,2.12,20,0,1,1,3,4,1,1,complete,0,0,1,0,1,82.2,1,59.5,1,3,occasion,0,0,3.5,1,1,complete,Other,0,4,0,0,M,0,0,0,0,0,0,0,0,0,3.5,0,0,0,1
3.1,2.78,18,1,1,0,3,3,0,0,don t kn,1,0,1,1,1,79.2,0,83,1,2,often,0,0,1,0,0,don t kn,English,0,4,0,0,M,0,0,1,1,1,1,1,0,0,4,0,0,0,1
0,1.9,19,1,1,1,0,3.5,1,0,graduate,0,1,1,0,0,73.5,0,20.66667,1,1,rarely,0,1,0,0,0,don t kn,Other,0,5,1,1,F,0,0,0,0,0,0,0,0,0,5,0,0,0,1
1.7,1.48,19,0,1,1,3.5,3,1,1,complete,1,1,1,1,1,79.5,1,68,1,2,often,0,0,0,1,1,complete,English,0,6,0,0,F,0,0,0,0,0,0,0,0,0,5,0,0,0,1
1.54,0.49,19,0,1,1,4,1.5,1,1,complete,1,0,1,1,0,77,0,61.33333,1,2,often,0,0,1,1,1,complete,English,0,5,0,1,M,0,0,0,0,0,0,0,0,0,5,0,0,0,1
2.24,1.65,18,0,1,1,3,1.5,1,0,graduate,0,1,1,1,1,81.5,0,67,1,3,often,0,0,0,1,0,graduate,Other,0,6,0,0,F,0,0,0,0,0,0,0,0,0,4.5,0,0,0,1
3.04,2.2,18,0,1,1,2,4,1,0,graduate,0,1,1,0,1,79.5,0,,1,2,occasion,0,0,3.5,1,0,graduate,Other,0,3,0,0,F,0,0,0,0,0,0,0,0,0,3.5,0,0,0,1
2.16,2.32,18,0,1,1,2.5,3,1,1,complete,1,0,1,0,1,86.2,1,66.5,1,3,rarely,0,1,0.5,1,0,complete,English,0,6,0,0,M,0,0,0,0,0,0,0,0,0,4,0,0,0,1
1.52,2.37,18,0,1,0,3,2,1,1,complete,1,1,1,1,1,74.8,1,61.5,1,1,occasion,0,0,1,0,0,don t kn,English,0,5,0,0,F,0,0,1,1,1,1,1,0,0,4.5,1,0,1,1
2.05,1.68,17,1,1,0,3.5,3.5,1,0,complete,0,1,1,1,1,80.3,0,64,1,2,never,1,0,0,1,0,complete,Other,0,6,0,0,F,1,1,1,1,0,0,1,0,0,5,0,0,0,1
3.63,3.34,18,0,1,0,3,4.5,1,1,complete,0,0,1,1,1,87.3,1,78,0,3,rarely,0,1,4,1,1,complete,Other,0,4,0,0,M,1,1,1,1,0,0,1,0,0,4.5,0,0,0,1
1.08,2.33,18,0,1,1,1,3.5,1,1,complete,1,1,1,0,1,82.3,0,63,1,3,rarely,0,1,1,1,0,graduate,English,0,4,0,0,F,0,0,0,0,0,0,0,0,0,3,0,0,0,1
2.7,3.03,18,0,1,0,3,2.5,1,0,complete,1,1,0,1,1,76.3,1,73.5,1,2,occasion,0,0,1,1,0,complete,English,0,5,0,0,F,0,0,0,0,0,0,1,1,1,4,0,0,0,1
0.96,0.97,19,0,1,1,1.5,2,1,0,graduate,1,1,1,0,0,80,0,58,0,2,rarely,0,1,2,1,0,graduate,English,0,4,0,0,F,0,0,0,0,0,0,0,0,0,3.5,0,0,0,1
1.01,1.8,18,1,1,1,2.5,4,1,1,complete,0,0,1,0,0,80.8,1,60,1,3,often,0,0,4,1,0,graduate,Other,0,5,1,1,M,0,0,0,0,0,0,0,0,0,5,0,0,0,1
1.96,2.13,18,0,1,0,3.5,3,1,0,complete,1,1,1,1,1,72.8,1,69.66666,1,1,often,0,0,2,1,0,complete,English,0,6,0,0,F,1,0,1,0,0,0,0,0,0,5,0,0,0,1
2.05,1.88,18,1,1,0,2.5,3.5,1,0,attended,1,0,1,1,1,78.7,1,69,1,2,usually,0,0,1,1,0,graduate,English,0,5,0,0,M,0,0,0,0,0,0,0,1,0,4,0,0,0,1
0.93,0.43,19,0,1,0,2,1,1,1,complete,1,0,1,0,0,76.5,1,72,1,2,rarely,0,1,1,1,1,complete,English,0,6,0,0,M,0,0,0,0,0,0,0,1,0,4,0,0,0,1
0.82,0,19,0,1,0,1.5,0,1,0,complete,1,0,0,0,0,75.8,1,49.5,1,1,often,0,0,1.5,1,1,complete,English,0,4,0,1,M,1,1,1,1,0,0,1,0,0,3,0,0,0,1
2.28,1.06,18,0,1,1,2.5,2.5,1,1,complete,0,0,1,0,1,79.7,1,71,1,2,often,0,0,1,1,1,complete,Other,0,6,0,0,M,0,0,0,0,0,0,0,0,0,4.5,0,0,0,1
2.18,2.03,19,1,1,0,2,3,1,0,graduate,1,1,1,0,1,77.3,0,70,0,2,occasion,0,0,1,0,0,did not,English,0,4,0,0,F,0,0,0,0,0,0,0,1,0,3.5,0,0,0,1
1.8,2.47,18,0,1,0,3,5,1,1,complete,1,0,1,1,1,75,1,63.5,1,1,often,0,0,0,1,0,complete,English,0,5,0,0,M,0,0,0,0,0,0,1,1,1,5,1,0,1,1
2.77,2.38,18,0,1,0,2.5,3.5,1,1,complete,0,1,1,1,1,82.3,0,50,1,3,rarely,0,1,4.5,1,1,complete,Other,0,5,0,0,F,1,1,1,1,0,0,1,0,0,5,0,0,0,1
,,18,0,1,1,,,0,0,did not,1,1,1,0,0,73,1,,1,1,rarely,0,1,0,1,0,graduate,English,1,0,,,F,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1.35,2.12,18,0,1,0,2,3.5,0,0,don t kn,1,1,1,0,1,81.3,1,70,1,3,often,0,0,1,0,0,don t kn,English,0,4,0,0,F,1,1,1,1,0,0,1,0,0,4,0,0,0,1
,,18,0,1,1,,,1,0,graduate,1,1,1,0,0,82.8,0,,1,3,occasion,0,0,0,1,0,graduate,English,1,0,,,F,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2.04,1.6,18,0,1,1,2.5,2.5,1,0,graduate,0,1,1,0,1,75.3,1,74,1,1,often,0,0,1,1,0,graduate,Other,0,5,0,0,F,0,0,0,0,0,0,0,0,0,3.5,0,0,0,1
1.81,,19,1,1,1,2.5,0,1,1,complete,0,0,1,0,0,78.8,0,66.5,1,2,often,0,0,1,0,0,don t kn,Other,0,4,0,1,M,0,0,0,0,0,0,0,0,0,3.5,0,0,0,1
2.74,2.51,18,1,1,0,3.5,3,1,0,attende,1,1,0,1,1,83.3,1,76.5,1,3,occasion,0,0,1,1,0,graduate,English,0,4,0,0,F,0,0,0,0,0,0,0,1,0,4.5,0,0,0,1
0,1.23,18,0,1,1,0,1.5,1,0,complete,1,1,0,0,0,74.8,0,33.5,1,1,rarely,0,1,1.5,1,0,complete,English,0,6,0,1,F,0,0,0,0,0,0,0,0,0,3.5,0,0,0,1
2.3,0.3,19,0,1,1,2,1.5,1,1,complete,1,0,0,0,0,77.5,0,,1,2,usually,0,0,0,1,1,complete,English,0,4,0,1,M,0,0,0,0,0,0,0,0,0,3,0,0,0,1
1.62,1.71,18,0,1,0,3.5,2,1,0,complete,1,1,1,1,1,76.5,0,65.5,1,2,often,0,0,0,1,0,complete,English,0,6,0,0,F,0,0,0,0,0,0,1,1,1,5,0,0,0,1
1.77,2.07,18,1,1,0,2.5,2.5,1,1,complete,0,0,1,0,1,72.2,0,62,1,1,rarely,0,1,0,0,0,don t kn,Other,0,6,0,0,M,0,0,0,0,0,0,0,1,0,3.5,0,0,0,1
1.87,1.31,19,0,1,1,3,2.5,1,0,graduate,1,0,0,1,1,74.2,0,57,1,1,occasion,0,0,0,1,0,graduate,English,0,4,0,0,M,0,0,0,0,0,0,0,0,0,4,0,0,0,1
0.23,0,18,0,1,0,0.5,0,1,0,graduate,1,0,0,0,0,80.3,0,,1,2,rarely,0,1,0,1,0,graduate,English,0,6,0,1,M,0,0,1,0,1,0,0,0,0,3,0,0,0,1
1.01,1.5,18,0,1,1,2.5,3,1,1,complete,1,1,1,0,0,75.5,0,61.33333,1,1,occasion,0,0,2,1,1,complete,English,0,5,1,0,F,0,0,0,0,0,0,0,0,0,5,0,0,0,1
1.89,2.51,18,0,1,0,1.5,3.5,1,0,complete,0,1,0,0,1,82.6,1,49,0,3,occasion,0,0,2.5,1,0,complete,Other,0,6,0,0,F,1,1,1,1,0,0,1,0,0,4.5,0,0,0,1
1.55,2.61,18,1,1,1,3,3.5,1,1,complete,1,0,1,1,1,86.2,1,70.33334,0,3,often,0,0,1.5,1,0,graduate,English,0,5,0,0,M,0,0,0,0,0,0,0,0,0,4,0,0,0,1
1.8,,18,0,1,0,1.5,0,1,0,attended,1,0,1,0,0,80.7,1,,1,2,occasion,0,0,0,1,0,complete,English,0,5,0,1,M,0,0,1,1,1,1,1,0,0,3.5,1,0,1,1
2.29,2.07,19,1,1,0,2.5,3.5,1,1,complete,1,0,0,1,1,81.3,1,63,1,3,rarely,0,1,1,1,0,complete,English,0,4,0,0,M,0,0,1,1,1,1,1,0,0,4,0,0,0,1
0.16,0.31,18,0,1,0,0.5,1.5,1,1,complete,1,1,1,0,0,77,1,24,1,2,often,0,0,1,1,1,complete,English,0,5,1,0,F,0,0,0,0,0,0,1,1,1,5,0,0,0,1
2.01,1.98,19,0,1,0,3,1.5,1,1,complete,1,0,1,1,1,79.5,1,72,1,2,occasion,0,0,0,0,0,don t kn,English,0,4,0,0,M,0,0,1,0,1,0,0,0,0,4,0,0,0,1
1.57,1.71,20,0,1,1,2.5,3,1,1,complete,0,1,1,0,1,83.8,1,61.5,1,3,often,0,0,0.5,1,0,graduate,Other,0,4,0,0,F,0,0,0,0,0,0,0,0,0,3,0,0,0,1
0.67,1.8,19,0,1,1,0.5,1.5,1,1,complete,0,0,0,0,0,76.2,0,63,1,1,often,0,0,0,1,1,complete,Other,0,6,0,1,M,0,0,0,0,0,0,0,0,0,3,0,0,0,1
1.89,0,19,0,1,1,3,0.5,1,1,complete,0,0,1,1,1,81.8,0,66,0,3,rarely,0,1,1,1,1,complete,Other,0,4,0,0,M,0,0,0,0,0,0,0,0,0,4,0,0,0,1
3.1,3.2,17,0,1,1,3,4,1,1,complete,1,1,1,1,1,84.2,0,75,1,3,occasion,0,0,0,1,1,complete,English,0,5,0,0,F,0,0,0,0,0,0,0,0,0,4.5,0,0,0,1
,,20,0,1,0,,,1,1,complete,0,0,1,0,0,74.2,1,,1,1,often,0,0,0,1,0,complete,Other,1,0,,,M,0,0,0,0,0,0,0,1,0,0,0,0,0,1
1.95,3.16,18,0,1,0,3.5,4,1,0,complete,1,1,1,1,1,75.7,1,67.5,1,1,rarely,0,1,1.5,1,0,complete,English,0,4,0,0,F,0,0,1,1,1,1,1,0,0,4,1,0,1,1
1.6,1.77,19,1,1,1,3,3,1,1,complete,0,0,1,1,1,81.7,1,59,1,3,never,1,0,4,1,1,complete,Other,0,6,0,0,M,0,0,0,0,0,0,0,0,0,5,0,0,0,1
2.51,2,18,1,1,1,3,3.5,1,1,complete,1,1,1,1,1,87.2,1,53,0,3,usually,0,0,3,1,1,complete,English,0,6,0,0,F,0,0,0,0,0,0,0,0,0,5,0,0,0,1
2.75,3.56,18,1,1,0,2.5,5,1,0,graduate,1,1,1,1,1,81.7,0,70,1,3,occasion,0,0,2,1,0,complete,English,0,5,0,0,F,1,1,1,1,0,0,1,0,0,4,0,0,0,1
1.6,0,18,1,1,1,3,0,1,0,graduate,0,1,1,1,0,87.3,1,70.5,1,3,often,0,0,0,1,1,complete,Other,0,6,0,1,F,0,0,0,0,0,0,0,0,0,5,0,0,0,1
1.76,0.13,18,0,1,1,3.5,0.5,0,0,did not,1,1,1,1,0,78.7,1,75,0,2,usually,0,0,0,0,0,did not,English,0,5,0,1,F,0,0,0,0,0,0,0,0,0,5,0,0,0,1
0.4,0.33,18,0,1,0,1,0.5,1,0,attended,1,1,1,0,0,76.5,1,,1,2,often,0,0,0,1,1,complete,English,0,4,0,1,F,1,1,1,1,0,0,1,0,0,4,0,0,0,1
1,2.1,21,1,1,0,1.5,2.5,1,1,complete,0,0,1,0,1,85.2,1,74,1,3,rarely,0,1,1,1,0,graduate,Other,0,5,0,0,M,0,0,1,1,1,1,1,0,0,4,0,0,0,1
2.53,3.16,18,0,1,1,3.5,4,0,0,don t kn,0,1,0,0,1,82.4,1,68,0,3,occasion,0,0,0,0,0,don t kn,Other,0,5,0,0,F,0,0,0,0,0,0,0,0,0,3.5,0,0,0,1
1.51,1.91,18,0,1,1,3.5,4,1,1,complete,1,1,1,1,1,80.7,1,64,0,2,occasion,0,0,3,0,0,don t kn,English,0,5,0,0,F,0,0,0,0,0,0,0,0,0,5,0,0,0,1
,,18,0,1,1,,,1,1,complete,1,0,1,0,0,74.7,0,,0,1,rarely,0,1,0,1,1,complete,English,1,0,,,M,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0.76,1.59,18,0,1,0,2.5,2,0,0,don t kn,1,1,1,0,0,75.7,1,58,1,1,usually,0,0,0,0,0,don t kn,English,0,6,1,0,F,0,0,0,0,0,0,1,1,1,4.5,1,0,1,1
2.7,2.88,18,0,1,1,3.5,4.5,1,1,complete,1,0,1,1,1,85.3,0,66.5,1,3,occasion,0,0,2,1,1,complete,English,0,5,0,0,M,0,0,0,0,0,0,0,0,0,5,0,0,0,1
2.96,,18,0,1,0,2.5,0,0,0,don t kn,1,1,1,0,0,82,1,70,1,3,occasion,0,0,0,1,0,complete,English,0,3,0,1,F,0,0,0,0,0,0,1,1,1,3.5,0,0,0,1
1.21,1,18,0,1,1,2.5,0.5,1,1,complete,1,0,1,0,0,74.7,0,58,1,1,usually,0,0,2,1,0,graduate,English,0,4,1,0,M,0,0,0,0,0,0,0,0,0,4,0,0,0,1
2.37,2.87,18,0,1,0,3.25,3.5,1,0,complete,1,1,1,1,1,81,1,73,0,3,rarely,0,1,1,1,0,graduate,English,0,6,0,0,F,0,0,1,0,1,0,0,0,0,4.5,0,0,0,1
1.54,,19,0,1,0,1.5,1,1,0,attended,1,0,1,0,0,77.1,0,72,0,2,usually,0,0,0,1,0,attended,English,0,4,0,1,M,0,0,1,1,1,1,1,0,0,2.5,0,0,0,1
1.95,2.85,19,0,1,1,2,2.5,0,0,don t kn,0,1,1,0,1,75.8,0,77.5,1,1,often,0,0,1,0,0,don t kn,Other,0,4,0,0,F,0,0,0,0,0,0,0,0,0,4,0,0,0,1
1.09,2.68,18,0,1,0,2,2,1,1,complete,1,0,1,0,1,83.7,0,70,1,3,occasion,0,0,2,1,1,complete,English,0,4,1,0,M,0,0,0,0,0,0,1,1,1,4,0,0,0,1
2.82,1.9,18,0,1,1,2.5,4,1,1,complete,0,0,1,0,1,76.8,0,73.5,1,2,often,0,0,1,1,1,complete,Other,0,4,0,0,M,0,0,0,0,0,0,0,0,0,3,0,0,0,1
1.79,2.13,18,0,1,1,3,2,0,0,don t kn,1,1,1,1,1,77.7,0,69,1,2,often,0,0,1,0,0,don t kn,English,0,5,0,0,F,0,0,0,0,0,0,0,0,0,4.5,0,0,0,1
2.23,2.85,18,0,1,1,1.5,4,1,0,complete,1,1,0,0,1,80.8,1,,1,3,rarely,0,1,0,1,0,complete,English,0,6,0,0,F,0,0,0,0,0,0,0,0,0,3,0,0,0,1
2.01,1.22,18,0,1,0,2.5,3.5,1,1,complete,1,0,1,1,1,73.7,1,62,1,1,rarely,0,1,4,1,0,graduate,English,0,4,0,0,M,1,0,1,0,0,0,0,0,0,4,0,0,0,1
1.37,1.16,18,0,1,0,2,2.5,1,1,complete,1,0,0,0,0,71.7,1,62,0,1,occasion,0,0,1.5,1,0,graduate,English,0,5,0,0,M,0,0,0,0,0,0,1,1,1,5,0,0,0,1
1.16,0.75,18,0,1,1,2.5,1.5,1,1,complete,0,0,1,0,0,83.8,1,59.66667,0,3,occasion,0,0,1,1,0,complete,Other,0,5,0,0,M,0,0,0,0,0,0,0,0,0,4.5,0,0,0,1
1.98,2.76,17,0,1,0,3,2,1,1,complete,0,0,1,1,1,83.3,0,70,0,3,often,0,0,1.5,1,1,complete,Other,0,5,0,0,M,1,1,1,1,0,0,1,0,0,4.5,0,0,0,1
2,2.14,18,0,1,0,3,4,1,0,graduate,1,0,1,1,1,73.2,1,63,1,1,rarely,0,1,2,1,1,complete,English,0,5,0,0,M,0,0,0,0,0,0,0,1,0,5,0,0,0,1
1,1.43,18,0,1,1,1,2,1,0,graduate,1,0,1,0,0,83,1,67,1,3,occasion,0,0,0,1,0,complete,English,0,6,0,1,M,0,0,0,0,0,0,0,0,0,3,0,0,0,1
,,18,1,1,1,,,1,1,complete,1,0,1,0,0,84,1,,1,3,usually,0,0,0,1,1,complete,English,1,0,,,M,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0.6,0.77,18,0,1,0,1.5,0.5,1,0,graduate,1,0,1,0,0,75.7,0,53,0,1,usually,0,0,0,1,0,graduate,English,0,3,0,1,M,0,0,0,0,0,0,0,1,0,2.5,0,0,0,1
1.1,0.61,18,0,1,0,2,1,0,0,don t kn,1,0,1,0,0,72.8,1,57,1,1,often,0,0,2,0,0,don t kn,English,0,6,1,0,M,1,1,1,1,0,0,1,0,0,5,0,0,0,1
1.34,1.63,18,0,1,0,2,3,1,0,complete,1,1,1,0,1,75,1,58,1,1,occasion,0,0,0.5,1,0,graduate,English,0,5,0,0,F,0,0,0,0,0,0,1,1,1,3,0,0,0,1
3.26,3.16,18,1,1,0,2.5,4,1,1,complete,1,1,0,1,1,80.5,0,74,1,2,occasion,0,0,0,1,1,complete,English,0,4,0,0,F,1,1,1,1,0,0,1,0,0,4,0,0,0,1
0.43,0.1,18,0,1,0,1,0.5,1,1,complete,1,1,1,0,0,72.8,0,42,1,1,usually,0,0,0,1,1,complete,English,0,3,0,1,F,1,1,1,1,0,0,1,0,0,3.5,0,0,0,1
0.8,0,18,1,1,1,1,0,1,1,complete,1,0,1,0,0,72.7,0,,1,1,usually,0,0,0,1,0,complete,English,0,5,0,1,M,0,0,0,0,0,0,0,0,0,3,0,0,0,1
2.11,1.99,19,0,1,1,3.5,4.5,1,1,complete,0,1,1,1,1,79.7,0,71.5,1,2,occasion,0,0,3.5,1,1,complete,Other,0,4,0,0,F,0,0,0,0,0,0,0,0,0,4.5,0,0,0,1
2.61,2.69,18,0,1,1,3,2.5,0,0,did not,1,0,1,1,1,81.7,0,72.5,1,3,often,0,0,1,0,0,did not,English,0,4,0,0,M,0,0,0,0,0,0,0,0,0,4,0,0,0,1
1.8,2.38,18,1,1,1,2.5,2,1,0,graduate,1,1,1,1,1,76.5,0,53,0,2,occasion,0,0,0,1,1,complete,English,0,6,0,0,F,0,0,0,0,0,0,0,0,0,4,0,0,0,1
1.68,2.23,18,0,1,0,3,4.5,1,1,complete,1,1,0,1,1,78.8,0,61,1,2,occasion,0,0,2,1,1,complete,English,0,5,0,0,F,0,0,0,0,0,0,1,1,1,4,0,0,0,1
1.71,2.12,18,1,1,0,3,4,1,1,complete,1,1,1,1,1,84.5,1,58,1,3,occasion,0,0,3,1,0,complete,English,0,5,0,0,F,1,1,1,1,0,0,1,0,0,5,0,0,0,1
1.06,2.08,19,0,1,1,2.5,4.5,1,1,complete,0,1,1,0,1,79.8,1,50,1,2,usually,0,0,3,1,1,complete,Other,0,5,1,0,F,0,0,0,0,0,0,0,0,0,5,0,0,0,1
1.83,2.05,18,1,1,1,2,2.5,1,1,complete,0,1,1,0,1,78.8,1,50,1,2,rarely,0,1,2,1,0,complete,Other,0,4,0,0,F,0,0,0,0,0,0,0,0,0,3,0,0,0,1
0.59,1.73,18,0,1,1,1.5,2.5,1,0,complete,0,1,1,0,0,81.5,1,46,0,3,often,0,0,3,1,0,graduate,Other,0,5,1,1,F,0,0,0,0,0,0,0,0,0,4.5,0,0,0,1
1.21,2.18,19,0,1,0,2,1.5,1,1,complete,0,0,1,0,1,80.5,1,61,1,2,occasion,0,0,4,1,1,complete,Other,0,5,1,0,M,1,1,1,1,0,0,1,0,0,4,0,0,0,1
3.68,,19,0,1,1,5,0,0,0,don t kn,0,0,0,1,0,87,0,87,1,3,often,0,0,3,1,0,graduate,Other,0,5,0,1,M,0,0,0,0,0,0,0,0,0,4.5,0,0,0,1
2.68,3.3,18,0,1,0,3.25,4.25,0,0,did not,1,1,1,1,1,80.2,1,74.5,1,2,rarely,0,1,1,0,0,did not,English,0,6,0,0,F,1,1,1,1,0,0,1,0,0,4.5,0,0,0,1
2.17,,18,1,1,1,2,0,1,1,complete,1,0,0,0,0,77.7,1,70,1,2,occasion,0,0,0,1,1,complete,English,0,3,0,1,M,0,0,0,0,0,0,0,0,0,3,0,0,0,1
1.7,3.13,18,0,1,0,2,2.5,1,0,complete,1,0,1,1,1,75.8,1,71,1,1,occasion,0,0,2,1,0,complete,English,0,4,0,0,M,1,1,1,1,0,0,1,0,0,4,0,0,0,1
2.6,2.67,18,1,1,1,2,4,1,0,complete,1,1,1,1,1,80,0,,1,2,occasion,0,0,0,1,0,graduate,English,0,4,0,0,F,0,0,0,0,0,0,0,0,0,4,0,0,0,1
1.81,2.42,18,0,1,1,3,4.5,1,0,graduate,1,0,0,1,1,72.3,1,53,1,1,usually,0,0,1.5,1,1,complete,English,0,6,0,0,M,0,0,0,0,0,0,0,0,0,4,0,0,0,1
2.14,1.97,17,0,1,0,3,2.5,1,1,complete,1,0,1,1,1,87.3,1,48,0,3,occasion,0,0,0.5,1,1,complete,English,0,4,0,0,M,0,0,0,0,0,0,1,1,1,4,1,1,1,1
2.18,1.14,18,0,1,0,2,3,0,0,don t kn,1,0,0,1,1,79.7,1,,0,2,rarely,0,1,3,0,0,don t kn,English,0,6,0,0,M,0,0,1,1,1,1,1,0,0,4,1,1,1,1
0.29,,18,1,1,0,0.5,0,1,0,complete,1,1,1,0,0,80.6,0,65,1,2,often,0,0,0,1,1,complete,English,0,5,0,1,F,1,1,1,1,0,0,1,0,0,4,0,0,0,1
2.34,2.12,18,0,1,0,2.5,2,1,1,complete,1,0,1,1,1,74.2,1,64,1,1,occasion,0,0,2,1,0,complete,English,0,5,0,0,M,0,0,0,0,0,0,0,1,0,5,0,0,0,1
2.9,1.67,18,1,1,1,3.5,4,1,1,complete,1,1,1,1,1,81.7,1,77,1,3,rarely,0,1,3.5,1,0,attended,English,0,4,0,0,F,0,0,0,0,0,0,0,0,0,4.5,0,0,0,1
2.3,2.94,18,0,1,0,3,3,1,0,graduate,1,0,1,1,1,76.8,1,69.5,1,2,rarely,0,1,0,1,0,graduate,English,0,6,0,0,M,0,0,0,0,0,0,0,1,0,4,0,0,0,1
1.75,3.6,18,0,1,0,2,2,1,0,graduate,1,1,1,1,1,74.8,1,,1,1,often,0,0,0,1,0,complete,English,0,4,0,0,F,0,0,0,0,0,0,1,1,1,4,1,0,1,1
2.77,,18,0,1,1,6.5,0,1,1,complete,0,0,1,1,0,78.2,0,73,1,2,never,1,0,3.5,1,1,complete,Other,0,5,0,1,M,0,0,0,0,0,0,0,0,0,4.5,0,0,0,1
