GPA_year1,GPA_year2,age,chooseUTM,compsurv,control,credits_earned1,credits_earned2,dad1,dad2,dad_edn,english,female,finish4,goodstanding_year1,goodstanding_year2,gpa0,graddeg,grade_20059_fall,hcom,hsgroup,lastmin,lm_never,lm_rarely,mathsci,mom1,mom2,mom_edn,mtongue,noshow,numcourses_nov1,prob_year1,prob_year2,sex,sfp,sfp_p,sfpany,sfpany_p,sfsp,sfsp_p,signup,ssp,ssp_p,totcredits_year1,used_adv,used_fsg,used_ssp,work1
1.43,2.46,18,0,1,1,2.5,2.5,0,0,don t kn,1,1,1,0,1,80.3,1,64,1,2,occasion,0,0,0,0,0,don t kn,English,0,4,1,0,F,0,0,0,0,0,0,0,0,0,4,0,0,0,1
1,2.04,18,0,1,1,2,2,1,1,complete,1,1,1,0,0,79.5,0,50,0,2,occasion,0,0,3,1,0,attended,English,0,5,1,1,F,0,0,0,0,0,0,0,0,0,5,0,0,0,1
2.3,2.21,18,0,1,1,3.5,3.5,1,1,complete,0,0,1,1,1,80.7,1,67.5,1,2,occasion,0,0,2,1,0,graduate,Other,0,5,0,0,M,0,0,0,0,0,0,0,0,0,5,0,0,0,1
2.25,2.33,18,0,1,1,4,3.5,1,0,complete,0,0,1,1,1,71.8,1,68,1,1,occasion,0,0,2,1,1,complete,Other,0,5,0,0,M,0,0,0,0,0,0,0,0,0,5,0,0,0,1
2.16,2.34,18,0,1,1,3,3.5,1,0,attende,1,0,1,1,1,75.5,0,70.5,1,1,usually,0,0,0,0,0,did not,English,0,5,0,0,M,0,0,0,0,0,0,0,0,0,4,0,0,0,1
0.81,1.26,18,1,1,1,1.5,3.5,1,1,complete,1,1,1,0,0,71.3,1,61,1,1,usually,0,0,1,1,1,complete,English,0,6,0,1,F,0,0,0,0,0,0,0,0,0,4,0,0,0,1
1.1,2.53,19,0,1,1,2.5,1.5,1,1,complete,1,1,1,0,0,75,1,60,1,1,rarely,0,1,0,1,1,complete,English,0,6,1,1,F,0,0,0,0,0,0,0,0,0,4,0,0,0,1
0.9,,18,0,1,0,1,1,0,0,did not,0,1,1,0,0,77.8,1,57,1,2,occasion,0,0,0,0,0,did not,Other,0,4,0,0,F,0,0,0,0,0,0,1,1,1,1.5,1,0,1,1
3.21,2.91,18,0,1,1,4,3.5,1,1,complete,1,1,1,1,1,85.3,0,75.66666,0,3,usually,0,0,0,1,0,attende,English,0,4,0,0,F,0,0,0,0,0,0,0,0,0,4.5,0,0,0,1
1.65,1.89,18,0,1,0,3.5,4,1,0,graduate,1,0,1,1,1,77.3,0,70,1,2,often,0,0,0,1,0,graduate,English,0,6,0,0,M,1,1,1,1,0,0,1,0,0,5,0,0,0,1
2.16,1.91,19,1,1,1,2.5,4,1,1,complete,1,0,1,1,1,84,0,60,1,3,rarely,0,1,2,0,0,don t kn,English,0,4,0,0,M,0,0,0,0,0,0,0,0,0,4,0,0,0,1
0.77,2.34,18,0,1,1,2.5,4,1,1,complete,1,0,1,0,1,79.3,1,55.5,0,2,occasion,0,0,0,1,1,complete,English,0,5,1,0,M,0,0,0,0,0,0,0,0,0,4.5,0,0,0,1
2,3.2,19,1,1,1,1,1,1,1,complete,1,0,0,0,0,79.3,0,,1,2,occasion,0,0,0,1,0,complete,English,0,2,0,0,M,0,0,0,0,0,0,0,0,0,2,0,0,0,1
2.03,1.52,18,0,1,1,1.5,1,1,0,graduate,1,1,1,0,1,82.7,0,73,1,3,occasion,0,0,1,0,0,did not,English,0,6,0,0,F,0,0,0,0,0,0,0,0,0,3,0,0,0,1
0.46,2.1,19,0,1,1,1,2.5,1,1,complete,0,1,0,0,0,71.8,0,60,1,1,usually,0,0,1,1,1,complete,Other,0,5,1,1,F,0,0,0,0,0,0,0,0,0,4,0,0,0,1
0.25,3.24,19,0,1,1,1,3.5,1,1,complete,1,0,1,0,1,81.3,1,56,1,3,occasion,0,0,3,1,1,complete,English,0,4,1,0,M,0,0,0,0,0,0,0,0,0,4,0,0,0,1
0.8,1.43,18,0,1,1,2.5,2.5,1,0,complete,1,0,1,0,0,81,0,61,1,3,usually,0,0,3,1,0,graduate,English,0,5,1,0,M,0,0,0,0,0,0,0,0,0,5,0,0,0,1
0.61,,18,0,1,0,1.5,0,1,1,complete,1,1,1,0,0,76,1,66.5,1,1,usually,0,0,0,1,1,complete,English,0,5,1,0,F,0,0,0,0,0,0,1,1,1,5,0,0,0,1
1.56,0,18,0,1,0,2.5,0,1,0,graduate,1,0,1,1,0,85,0,,0,3,rarely,0,1,3,1,0,graduate,English,0,6,0,1,M,0,0,0,0,0,0,1,1,1,5,0,0,0,1
1.6,1.53,18,1,1,0,1,2,1,0,attended,1,1,0,1,1,76.8,0,,1,2,rarely,0,1,0,1,0,attended,English,0,5,0,0,F,1,0,1,0,0,0,0,0,0,4,0,0,0,1
2.96,1.95,18,0,1,1,3,3,0,0,did not,0,0,0,0,1,77.2,1,85,0,2,often,0,0,0,0,0,don t kn,Other,0,3,0,0,M,0,0,0,0,0,0,0,0,0,3.5,0,0,0,1
0.23,1.14,18,1,1,0,0.5,2,1,0,complete,1,0,1,0,0,74.8,1,,1,1,occasion,0,0,2,1,0,graduate,English,0,5,0,1,M,1,1,1,1,0,0,1,0,0,3,0,0,0,1
1.62,2.07,18,0,1,1,2,4.5,1,1,complete,1,1,0,1,1,76.5,0,43,1,2,often,0,0,2.5,1,0,complete,English,0,6,0,0,F,0,0,0,0,0,0,0,0,0,4.5,0,0,0,1
0,,19,0,1,1,0,0,0,0,don t kn,1,1,0,0,0,74.2,1,35,1,1,often,0,0,1,0,0,don t kn,English,0,6,0,1,F,0,0,0,0,0,0,0,0,0,3.5,0,0,0,1
2.74,3.14,18,0,1,1,2.5,5,1,1,complete,0,1,1,1,1,78.8,1,66,1,2,occasion,0,0,2,1,0,graduate,Other,0,5,0,0,F,0,0,0,0,0,0,0,0,0,5,0,0,0,1
1.21,2.92,18,1,1,1,3,2.5,1,1,complete,1,1,1,0,1,83,1,67.5,1,3,occasion,0,0,3,1,1,complete,English,0,5,1,0,F,0,0,0,0,0,0,0,0,0,5,0,0,0,1
0.5,,18,0,1,1,1,0,1,0,graduate,0,0,1,0,0,75.8,0,63,1,1,usually,0,0,0,1,1,complete,Other,0,5,1,1,M,0,0,0,0,0,0,0,0,0,4,0,0,0,1
1.06,0.29,19,0,1,1,1.5,0.5,1,1,complete,0,1,1,0,0,73.5,1,44,1,1,occasion,0,0,0,1,0,graduate,Other,0,5,0,0,F,0,0,0,0,0,0,0,0,0,3.5,0,0,0,1
0.14,,18,1,1,0,0.5,0,1,1,complete,1,0,0,0,0,78.8,0,45,1,2,rarely,0,1,1,1,1,complete,English,0,3,0,1,M,0,0,0,0,0,0,1,1,1,3.5,0,0,0,1
0.74,1.2,19,0,1,1,1.5,1.5,1,0,attended,0,0,0,0,0,80.4,1,53,0,2,rarely,0,1,0.5,1,0,graduate,Other,0,3,0,1,M,0,0,0,0,0,0,0,0,0,3,0,0,0,1
2.75,2.7,18,0,1,1,2.5,4,1,0,attende,1,0,1,1,1,82,0,77,1,3,occasion,0,0,0,1,1,complete,English,0,4,0,0,M,0,0,0,0,0,0,0,0,0,4,0,0,0,1
0,0,18,0,1,1,0,0,1,1,complete,1,1,1,0,0,75.8,1,,1,1,occasion,0,0,0,1,1,complete,English,0,5,1,0,F,0,0,0,0,0,0,0,0,0,4,0,0,0,1
0,,19,0,1,1,0,0,1,0,graduate,1,0,1,0,0,73.8,0,27,1,1,occasion,0,0,0,1,0,graduate,English,0,5,0,1,M,0,0,0,0,0,0,0,0,0,2,0,0,0,1
1.39,2.37,18,0,1,1,2,4.5,1,0,attended,1,1,1,0,1,76,0,,1,1,often,0,0,0,1,0,graduate,English,0,4,0,0,F,0,0,0,0,0,0,0,0,0,3.5,0,0,0,1
0.94,0.73,18,0,1,1,2,1.5,1,0,graduate,1,1,1,0,0,72.5,0,60,1,1,often,0,0,0,1,0,complete,English,0,6,1,0,F,0,0,0,0,0,0,0,0,0,5,0,0,0,1
0.68,0.57,18,1,1,0,1,1,1,1,complete,1,1,1,0,0,71.5,0,,1,1,occasion,0,0,0,1,1,complete,English,0,5,1,0,F,0,0,0,0,0,0,0,1,0,4,0,0,0,1
3,3.61,18,1,1,1,3,3.5,1,0,graduate,1,0,1,1,1,81.5,0,66,1,3,often,0,0,1,1,0,graduate,English,0,5,0,0,M,0,0,0,0,0,0,0,0,0,5,0,0,0,1
1.3,1.17,18,0,1,0,2.5,2,1,0,complete,1,1,1,0,0,75.3,0,67,1,1,occasion,0,0,0,1,0,attende,English,0,6,1,0,F,1,1,1,1,0,0,1,0,0,4,0,0,0,1
,,18,0,1,0,,,1,1,complete,1,1,1,0,0,77.7,1,,0,2,rarely,0,1,0,1,1,complete,English,0,6,,,F,0,0,1,1,1,1,1,0,0,0,0,0,0,1
3.01,2.96,19,0,1,1,3,2.5,1,0,complete,1,0,1,0,1,80.2,0,75.66666,1,2,occasion,0,0,0.5,1,0,graduate,English,0,5,0,0,M,0,0,0,0,0,0,0,0,0,3.5,0,0,0,1
3.08,3.31,18,0,1,1,3.5,3.75,1,0,attende,1,1,1,1,1,86.3,0,80,0,3,occasion,0,0,0,1,0,complete,English,0,6,0,0,F,0,0,0,0,0,0,0,0,0,4.5,0,0,0,1
0.63,,18,0,1,1,1.5,0,1,1,complete,0,1,1,0,0,69.4,1,55.5,0,1,occasion,0,0,0,1,1,complete,Other,0,6,0,1,F,0,0,0,0,0,0,0,0,0,4.5,0,0,0,1
1.86,2.6,18,0,1,1,2.5,3,0,0,don t kn,0,0,0,0,1,79.8,1,59,1,2,often,0,0,1.5,0,0,don t kn,Other,0,6,0,0,M,0,0,0,0,0,0,0,0,0,5,0,0,0,1
0.84,1.79,18,0,1,0,2,2.5,1,1,complete,1,0,0,0,0,78.8,1,50,1,2,occasion,0,0,2,1,0,complete,English,0,6,1,1,M,1,1,1,1,0,0,1,0,0,4,0,0,0,1
2.22,0.81,18,0,1,0,3,1.5,1,0,complete,0,0,1,1,1,79.8,1,60,1,2,usually,0,0,4,1,0,complete,Other,0,5,0,0,M,0,0,1,1,1,1,1,0,0,5,1,0,1,1
3.12,,22,0,1,0,3,0,1,1,complete,0,1,0,1,0,86.7,1,70,1,3,occasion,0,0,3,1,1,complete,Other,0,5,0,1,F,0,0,0,0,0,0,1,1,1,5,1,1,1,1
1.63,2.68,18,0,1,1,2,4,1,1,complete,0,1,1,0,1,83.5,1,71,0,3,occasion,0,0,1,1,1,complete,Other,0,5,0,0,F,0,0,0,0,0,0,0,0,0,4,0,0,0,1
1.55,1.25,18,0,1,1,2.5,3,1,1,complete,1,0,1,0,0,74.7,1,67.5,1,1,occasion,0,0,0,0,0,did not,English,0,4,0,1,M,0,0,0,0,0,0,0,0,0,4,0,0,0,1
1.61,2.52,18,0,1,1,3,2.5,0,0,don t kn,0,1,1,0,1,75,1,61.33333,1,1,occasion,0,0,1,1,0,graduate,Other,0,4,0,0,F,0,0,0,0,0,0,0,0,0,3.5,0,0,0,1
0.39,,18,1,1,0,1,0,1,0,graduate,0,0,0,0,0,79,0,56.5,0,2,occasion,0,0,0,1,0,graduate,Other,0,4,0,1,M,1,0,1,0,0,0,0,0,0,3.5,0,0,0,1
1.61,1.96,18,0,1,1,3.5,2,1,1,complete,1,0,1,1,1,81.3,1,68.66666,1,3,rarely,0,1,0,1,1,complete,English,0,5,0,0,M,0,0,0,0,0,0,0,0,0,5,0,0,0,1
0,,22,1,1,0,0,0,1,0,complete,0,1,0,0,0,75.7,1,,1,1,rarely,0,1,1,1,0,graduate,Other,0,3,0,1,F,0,0,0,0,0,0,1,1,1,2,0,0,0,1
1.83,2.59,18,0,1,0,3,3.5,1,0,graduate,1,1,1,0,1,83.2,0,67,0,3,often,0,0,0,1,0,graduate,English,0,4,0,0,F,0,0,1,1,1,1,1,0,0,3,0,0,0,1
3.36,3.05,18,0,1,0,3,3,1,1,complete,1,0,1,1,1,84.7,1,74,1,3,usually,0,0,3,1,1,complete,English,0,5,0,0,M,0,0,0,0,0,0,1,1,1,5,1,1,1,1
1.14,1.11,18,0,1,0,2.5,1.5,1,1,complete,1,1,1,0,0,80,1,61,1,2,usually,0,0,1,1,1,complete,English,0,6,0,1,F,1,1,1,1,0,0,1,0,0,4,0,0,0,1
0.69,,18,0,1,1,2,0,0,0,did not,1,1,1,0,0,72.3,1,63,1,1,often,0,0,0,1,0,graduate,English,0,6,0,1,F,0,0,0,0,0,0,0,0,0,3.5,0,0,0,1
1.93,1.97,18,0,1,0,3,3.25,0,0,did not,1,1,1,1,1,73.7,0,58.5,0,1,usually,0,0,0,0,0,did not,English,0,6,0,0,F,0,0,0,0,0,0,1,1,1,5,0,0,0,1
2.83,2.53,18,0,1,0,4.5,4,0,0,did not,1,1,1,1,1,77,1,76.25,1,2,occasion,0,0,0.5,1,0,graduate,English,0,6,0,0,F,0,0,1,0,1,0,0,0,0,5,0,0,0,1
3.08,2.77,18,0,1,0,3,5,1,1,complete,1,1,1,1,1,82.2,1,74.5,1,3,never,1,0,1,0,0,don t kn,English,0,5,0,0,F,1,0,1,0,0,0,0,0,0,4.5,0,0,0,1
,,18,0,1,0,0,0,1,0,complete,1,1,1,0,0,70,0,17,1,1,rarely,0,1,0.5,1,1,complete,English,0,4,0,1,F,1,1,1,1,0,0,1,0,0,0.5,0,0,0,1
1.73,1.5,19,0,1,1,2,2,1,1,complete,0,0,1,0,1,75.8,0,63,1,1,usually,0,0,0,1,0,complete,Other,0,5,0,0,M,0,0,0,0,0,0,0,0,0,3,0,0,0,1
2.43,2.6,18,0,1,0,2,2,1,1,complete,1,1,1,1,1,81,0,,1,3,occasion,0,0,0,1,1,complete,English,0,6,0,0,F,1,0,1,0,0,0,0,0,0,4,0,0,0,1
2.3,3.43,17,0,1,1,2,2,1,1,complete,1,1,0,0,1,81,0,77,1,3,usually,0,0,0,1,1,complete,English,0,4,0,0,F,0,0,0,0,0,0,0,0,0,3,0,0,0,1
0.61,,18,0,1,1,1.5,0,1,1,complete,1,1,1,0,0,80.3,1,53,1,2,rarely,0,1,3,1,0,attended,English,0,4,1,1,F,0,0,0,0,0,0,0,0,0,4,0,0,0,1
2.13,1.84,18,0,1,1,2,3.5,1,0,attended,1,1,0,0,1,77.3,0,61,0,2,occasion,0,0,1,1,0,attended,English,0,6,0,0,F,0,0,0,0,0,0,0,0,0,3.5,0,0,0,1
2.27,2.55,18,0,1,1,3.5,3.5,1,0,complete,1,1,1,1,1,73.5,1,69.5,1,1,rarely,0,1,1,1,0,graduate,English,0,6,0,0,F,0,0,0,0,0,0,0,0,0,5,0,0,0,1
1.54,2.15,18,0,1,0,3,4,1,0,complete,1,0,1,1,1,75.3,1,68,1,1,rarely,0,1,0,1,0,complete,English,0,5,0,0,M,0,0,0,0,0,0,0,1,0,5,0,0,0,1
1.77,2.04,19,1,1,1,2,3,1,0,graduate,1,1,1,0,1,75.8,0,75,1,1,often,0,0,2,1,1,complete,English,0,5,0,0,F,0,0,0,0,0,0,0,0,0,3.5,0,0,0,1
0.91,0.4,21,0,1,0,2.5,0.5,1,1,complete,0,0,1,0,0,72.2,1,57.5,0,1,often,0,0,0,1,1,complete,Other,0,5,1,0,M,0,0,1,0,1,0,0,0,0,4,0,0,0,1
1.55,3.31,18,0,1,1,2,5,1,0,attende,1,1,1,1,1,86.2,1,64,0,3,often,0,0,2,1,0,complete,English,0,5,0,0,F,0,0,0,0,0,0,0,0,0,4,0,0,0,1
1.27,1.66,18,0,1,1,2.5,3,1,1,complete,0,1,1,0,0,74.5,1,55,1,1,rarely,0,1,1.5,1,1,complete,Other,0,5,1,0,F,0,0,0,0,0,0,0,0,0,4.5,0,0,0,1
2.91,3.67,19,0,1,0,4.5,4,1,0,complete,1,0,1,1,1,73.2,1,73.75,1,1,rarely,0,1,1,1,0,complete,English,0,5,0,0,M,1,1,1,1,0,0,1,0,0,5,0,0,0,1
2.7,0.58,19,0,1,1,1.5,2,1,1,complete,1,1,1,0,1,81.2,1,,1,3,occasion,0,0,2,1,1,complete,English,0,5,0,0,F,0,0,0,0,0,0,0,0,0,3,0,0,0,1
3.41,3,18,1,1,0,3.5,3.5,0,0,did not,1,1,1,1,1,83,0,86,1,3,often,0,0,1,1,0,attende,English,0,5,0,0,F,0,0,0,0,0,0,1,1,1,5,0,0,0,1
3.14,3.37,18,0,1,1,2.5,3,1,0,attended,1,1,1,1,1,80,0,,1,2,rarely,0,1,0,1,0,attende,English,0,5,0,0,F,0,0,0,0,0,0,0,0,0,5,0,0,0,1
1.17,1.82,18,0,1,1,2.5,2,1,0,complete,1,1,1,0,0,80.3,0,66.5,1,2,rarely,0,1,1,1,0,graduate,English,0,6,1,1,F,0,0,0,0,0,0,0,0,0,5,0,0,0,1
1.11,0.49,18,1,1,1,1,1.5,1,1,complete,1,0,0,0,0,80.3,0,67,1,2,occasion,0,0,1,1,0,complete,English,0,4,1,0,M,0,0,0,0,0,0,0,0,0,4,0,0,0,1
1.23,1.73,18,0,1,0,2.5,2.5,1,0,graduate,0,0,0,0,1,74.2,0,62,1,1,rarely,0,1,4,1,0,graduate,Other,0,4,1,0,M,1,1,1,1,0,0,1,0,0,4,0,0,0,1
1.44,,18,1,1,0,2.5,0,1,0,graduate,0,0,1,0,0,87.3,1,61,1,3,usually,0,0,3,1,0,graduate,Other,0,6,1,1,M,0,0,0,0,0,0,1,1,1,5,0,0,0,1
2.43,2.84,19,0,1,0,4,4,1,1,complete,0,0,1,1,1,81,1,72.75,1,3,occasion,0,0,0,1,1,complete,Other,0,6,0,0,M,0,0,0,0,0,0,0,1,0,4.5,0,0,0,1
2.68,2.73,18,1,1,1,3,3,0,0,don t kn,1,1,1,1,1,81,0,84,1,3,never,1,0,0,0,0,don t kn,English,0,6,0,0,F,0,0,0,0,0,0,0,0,0,5,0,0,0,1
0.1,0,18,0,1,0,0.5,0,1,0,graduate,1,0,1,0,0,72.8,1,50,1,1,rarely,0,1,1.5,1,0,graduate,English,0,6,0,0,M,0,0,0,0,0,0,0,1,0,3.5,0,0,0,1
3.24,2.87,19,0,1,1,3.5,3.5,1,1,complete,0,1,1,1,1,76.2,1,83.66666,1,1,often,0,0,0,1,1,complete,Other,0,4,0,0,F,0,0,0,0,0,0,0,0,0,4,0,0,0,1
0.68,0.47,18,0,1,0,1.5,1,1,1,complete,1,0,1,0,0,73.8,0,,1,1,occasion,0,0,4,1,1,complete,English,0,4,1,0,M,1,1,1,1,0,0,1,0,0,4,0,0,0,1
2.1,,18,1,1,0,2,0,1,0,complete,1,1,1,0,0,80.8,0,67,1,3,occasion,0,0,3,1,1,complete,English,0,5,0,1,F,0,0,0,0,0,0,0,1,0,3,0,0,0,1
1.12,,18,0,1,0,3,0,1,0,attende,0,1,1,0,0,74.5,1,61.5,1,1,rarely,0,1,0.5,1,0,graduate,Other,0,6,1,1,F,1,1,1,1,0,0,1,0,0,5,0,0,0,1
1.3,2.81,18,0,1,0,2,2.5,1,1,complete,1,1,1,0,1,86.2,1,77,1,3,rarely,0,1,1,1,0,attende,English,0,6,1,0,F,0,0,1,0,1,0,0,0,0,4,0,0,0,1
,,20,1,1,1,,,1,0,complete,1,0,0,0,0,77.2,1,,0,2,never,1,0,0,1,0,complete,English,1,1,,,M,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2.74,3.23,18,0,1,1,3,3,1,1,complete,1,0,1,1,1,75,0,77,1,1,often,0,0,0,1,0,complete,English,0,6,0,0,M,0,0,0,0,0,0,0,0,0,4.5,0,0,0,1
2.43,2.39,18,0,1,0,3,4.5,0,0,don t kn,0,1,1,1,1,85,1,56,1,3,rarely,0,1,4,0,0,don t kn,Other,0,5,0,0,F,0,0,0,0,0,0,0,1,0,5,0,0,0,1
1.59,2.18,18,1,1,0,3,4.5,1,1,complete,0,1,1,1,1,74.5,1,66,1,1,often,0,0,3,1,1,complete,Other,0,6,0,0,F,0,0,0,0,0,0,1,1,1,5,0,0,0,1
1.05,0.94,19,1,1,0,2,1,1,0,graduate,1,1,1,0,0,79.2,0,75,1,2,occasion,0,0,0,1,0,graduate,English,0,6,1,0,F,0,0,1,0,1,0,0,0,0,4,0,0,0,1
1.08,1.98,18,0,1,1,2.5,2,1,1,complete,1,1,1,0,0,76.8,1,59.5,1,2,occasion,0,0,3.5,0,0,don t kn,English,0,5,1,1,F,0,0,0,0,0,0,0,0,0,5,0,0,0,1
0.85,1.92,18,0,1,0,1.5,2,1,0,complete,0,1,0,0,1,69.8,0,61,0,1,occasion,0,0,0,1,0,complete,Other,0,3,0,0,F,0,0,1,1,1,1,1,0,0,3,0,0,0,1
3.07,,19,0,1,0,3.25,2,1,1,complete,1,1,1,1,1,81.2,0,74,0,3,occasion,0,0,0,1,0,graduate,English,0,6,0,0,F,1,1,1,1,0,0,1,0,0,4.5,0,0,0,1
2.31,2.62,18,0,1,1,3,4.5,1,1,complete,1,1,1,0,1,74,0,69.33334,1,1,usually,0,0,0,1,1,complete,English,0,5,0,0,F,0,0,0,0,0,0,0,0,0,4.5,0,0,0,1
1.22,,17,0,1,1,1.5,0,1,1,complete,0,1,1,0,0,82.8,0,52,0,3,rarely,0,1,0.5,1,0,complete,Other,0,5,0,1,F,0,0,0,0,0,0,0,0,0,3,0,0,0,1
1.89,1.78,19,0,1,0,3,4.5,1,0,complete,1,1,1,1,1,71.7,1,74,0,1,occasion,0,0,0,0,0,did not,English,0,6,0,0,F,0,0,0,0,0,0,1,1,1,4.5,1,0,1,1
0.6,1.33,18,1,1,1,2,1.25,0,0,don t kn,1,1,1,0,0,73.5,1,54,1,1,occasion,0,0,0,1,1,complete,English,0,5,1,0,F,0,0,0,0,0,0,0,0,0,4,0,0,0,1
1.2,0,18,0,1,0,1.5,0,1,1,complete,1,1,1,0,0,82.7,0,57.33333,0,3,occasion,0,0,0,1,0,graduate,English,0,4,0,1,F,1,1,1,1,0,0,1,0,0,2.5,0,0,0,1
2.83,3,19,0,1,1,3.5,2.5,1,1,complete,1,1,1,1,1,84.2,1,69.5,0,3,occasion,0,0,3,1,1,complete,English,0,6,0,0,F,0,0,0,0,0,0,0,0,0,5,0,0,0,1
0,,19,0,1,1,0,0,1,1,complete,1,1,1,0,0,78.8,0,,1,2,usually,0,0,0,1,0,graduate,English,0,3,0,1,F,0,0,0,0,0,0,0,0,0,3,0,0,0,1
0.75,1.29,18,0,1,1,1.5,2.5,1,0,graduate,1,1,1,0,0,73,1,64,1,1,occasion,0,0,0,1,0,complete,English,0,4,1,0,F,0,0,0,0,0,0,0,0,0,4,0,0,0,1
1.89,3.69,19,1,1,0,3,3,1,1,complete,1,0,1,1,1,84.3,0,67,1,3,usually,0,0,2,1,0,attended,English,0,5,0,0,M,1,1,1,1,0,0,1,0,0,4,0,0,0,1
0.43,0.27,19,0,1,0,1,1.5,1,0,attende,1,1,0,0,0,72.7,1,,1,1,often,0,0,0,1,0,attended,English,0,6,1,0,F,1,1,1,1,0,0,1,0,0,4,0,0,0,1
1.58,0,18,0,1,1,1.5,0,1,0,attended,0,1,1,0,0,80.3,1,57,1,2,rarely,0,1,0,1,0,graduate,Other,0,6,0,1,F,0,0,0,0,0,0,0,0,0,2,0,0,0,1
2.4,3.63,18,0,1,0,2,2,1,1,complete,0,1,1,0,1,84.3,1,60,1,3,occasion,0,0,1.5,1,1,complete,Other,0,5,0,0,F,0,0,1,1,1,1,1,0,0,3.5,1,0,1,1
3.09,3.38,19,0,1,0,3,3.5,1,1,complete,1,1,1,1,1,78.8,1,68.5,1,2,often,0,0,0,1,0,complete,English,0,5,0,0,F,0,0,0,0,0,0,1,1,1,4.5,1,0,1,1
0.65,,18,1,1,1,0.5,0,1,0,complete,1,1,1,0,0,81,0,40,0,3,never,1,0,0,1,0,complete,English,0,6,0,1,F,0,0,0,0,0,0,0,0,0,4,0,0,0,1
0.74,1.74,18,0,1,1,2,2.5,1,1,complete,1,1,1,0,0,76.5,1,53,0,2,rarely,0,1,3,1,1,complete,English,0,6,1,1,F,0,0,0,0,0,0,0,0,0,4.5,0,0,0,1
2.79,3.58,19,0,1,1,2.5,6.5,1,0,complete,1,0,0,0,1,80.8,0,82,0,3,often,0,0,1,1,0,complete,English,0,4,0,0,M,0,0,0,0,0,0,0,0,0,4.5,0,0,0,1
1.56,2.59,19,1,1,1,3,4,1,1,complete,1,1,1,0,1,78.2,0,61.5,1,2,occasion,0,0,2,1,1,complete,English,0,4,0,0,F,0,0,0,0,0,0,0,0,0,3.5,0,0,0,1
1.62,0.8,18,0,1,0,3,1.5,1,0,attended,1,1,1,1,0,76,1,31,1,1,often,0,0,0,1,1,complete,English,0,6,0,1,F,0,0,0,0,0,0,1,1,1,5,0,0,0,1
3.64,2.62,18,0,1,1,2.5,2.5,0,0,did not,1,0,1,1,1,77.3,0,83,1,2,occasion,0,0,1,0,0,did not,English,0,4,0,0,M,0,0,0,0,0,0,0,0,0,4,0,0,0,1
1.63,1.13,19,0,1,1,2.5,2,1,1,complete,0,0,0,1,0,76.3,1,78,1,2,usually,0,0,0,1,1,complete,Other,0,5,0,1,M,0,0,0,0,0,0,0,0,0,4,0,0,0,1
0.81,,18,0,1,0,1,0,1,0,complete,1,0,1,0,0,74.8,1,35,1,1,occasion,0,0,0,1,0,attended,English,0,6,1,1,M,0,0,1,1,1,1,1,0,0,5,0,0,0,1
3.13,2.67,18,1,1,1,3.5,3,1,0,graduate,0,1,1,1,1,86,1,75.5,1,3,rarely,0,1,0,1,1,complete,Other,0,5,0,0,F,0,0,0,0,0,0,0,0,0,5,0,0,0,1
1.24,0.86,19,1,1,1,2.5,1.5,1,1,complete,1,1,1,0,0,82,1,63,0,3,occasion,0,0,1.5,1,1,complete,English,0,5,0,1,F,0,0,0,0,0,0,0,0,0,5,0,0,0,1
0.85,,18,0,1,1,2,0,0,0,don t kn,0,1,1,0,0,86.2,1,59,0,3,rarely,0,1,2,0,0,don t kn,Other,0,5,1,1,F,0,0,0,0,0,0,0,0,0,4,0,0,0,1
,,22,0,1,0,,,0,0,don t kn,1,0,0,0,0,87,1,,1,3,usually,0,0,0,1,0,graduate,English,1,1,,,M,0,0,0,0,0,0,0,1,0,0,0,0,0,1
1.03,1.63,18,0,1,1,1.5,2,1,0,complete,1,1,0,0,0,74.2,0,,1,1,often,0,0,1,1,0,graduate,English,0,6,1,0,F,0,0,0,0,0,0,0,0,0,4,0,0,0,1
3.46,3.25,18,0,1,1,3,4.5,1,1,complete,0,0,1,1,1,86.3,1,76,1,3,rarely,0,1,3,1,1,complete,Other,0,5,0,0,M,0,0,0,0,0,0,0,0,0,4,0,0,0,1
1.09,1.91,19,0,1,1,2,3.5,1,1,complete,0,1,1,0,1,78.7,1,71,1,2,occasion,0,0,2,1,1,complete,Other,0,4,1,0,F,0,0,0,0,0,0,0,0,0,4,0,0,0,1
2,1.57,18,0,1,1,2,3,0,0,don t kn,1,1,1,1,1,74,1,,1,1,occasion,0,0,0,1,0,graduate,English,0,4,0,0,F,0,0,0,0,0,0,0,0,0,4,0,0,0,1
1.23,1.3,17,1,1,0,1.5,0.5,1,1,complete,1,1,0,0,0,78.4,1,,0,2,rarely,0,1,0,1,1,complete,English,0,6,0,1,F,1,1,1,1,0,0,1,0,0,4,0,0,0,1
2.5,2.84,18,1,1,1,2,3.5,1,1,complete,1,1,1,1,1,78.3,1,,1,2,usually,0,0,0,1,1,complete,English,0,4,0,0,F,0,0,0,0,0,0,0,0,0,4,0,0,0,1
1.7,0.43,18,0,1,0,2.5,0.5,1,1,complete,1,1,1,0,0,74.5,0,66,1,1,rarely,0,1,0,1,1,complete,English,0,6,0,1,F,0,0,1,1,1,1,1,0,0,4,0,0,0,1
